ccode1,country,year,IdealPointDistance
223,AVG_UKO_FRA_USA,2017,1.2668478333333333
223,AVG_UKO_FRA_USA,2018,1.1807634666666667
223,AVG_UKO_FRA_USA,2019,1.1818802333333334
223,AVG_UKO_FRA_USA,2020,1.2525618333333333
225,AVG_UKO_FRA_USA,2017,1.2708536333333333
225,AVG_UKO_FRA_USA,2018,1.2605150666666667
225,AVG_UKO_FRA_USA,2019,1.1274672333333333
225,AVG_UKO_FRA_USA,2020,1.1823678333333334
230,AVG_UKO_FRA_USA,2017,0.8950493333333334
230,AVG_UKO_FRA_USA,2018,0.9388028666666667
230,AVG_UKO_FRA_USA,2019,0.8274503333333334
230,AVG_UKO_FRA_USA,2020,0.9688169333333333
232,AVG_UKO_FRA_USA,2017,1.1635665333333334
232,AVG_UKO_FRA_USA,2018,1.1050606666666667
232,AVG_UKO_FRA_USA,2019,1.1485188333333334
232,AVG_UKO_FRA_USA,2020,1.2510463333333333
235,AVG_UKO_FRA_USA,2017,0.9199063333333334
235,AVG_UKO_FRA_USA,2018,1.0105499666666666
235,AVG_UKO_FRA_USA,2019,0.8652903333333334
235,AVG_UKO_FRA_USA,2020,0.9462500333333334
255,AVG_UKO_FRA_USA,2017,0.7424563333333334
255,AVG_UKO_FRA_USA,2018,0.7423876666666667
255,AVG_UKO_FRA_USA,2019,0.7140853333333333
255,AVG_UKO_FRA_USA,2020,0.6551713333333333
290,AVG_UKO_FRA_USA,2017,0.8291743333333333
290,AVG_UKO_FRA_USA,2018,0.7127556666666667
290,AVG_UKO_FRA_USA,2019,0.7231243333333334
290,AVG_UKO_FRA_USA,2020,0.7475583333333333
305,AVG_UKO_FRA_USA,2017,1.2426784333333334
305,AVG_UKO_FRA_USA,2018,1.1579358666666666
305,AVG_UKO_FRA_USA,2019,1.0971487333333334
305,AVG_UKO_FRA_USA,2020,1.1659188333333335
310,AVG_UKO_FRA_USA,2017,0.8351253333333333
310,AVG_UKO_FRA_USA,2018,0.5772596666666667
310,AVG_UKO_FRA_USA,2019,0.6839983333333334
310,AVG_UKO_FRA_USA,2020,0.6679353333333333
316,AVG_UKO_FRA_USA,2017,0.7070453333333333
316,AVG_UKO_FRA_USA,2018,0.6583756666666667
316,AVG_UKO_FRA_USA,2019,0.6600363333333333
316,AVG_UKO_FRA_USA,2020,0.5762083333333333
317,AVG_UKO_FRA_USA,2017,0.8895193333333333
317,AVG_UKO_FRA_USA,2018,0.8469726666666667
317,AVG_UKO_FRA_USA,2019,0.7840293333333334
317,AVG_UKO_FRA_USA,2020,0.7509203333333333
325,AVG_UKO_FRA_USA,2017,0.9306753333333333
325,AVG_UKO_FRA_USA,2018,0.8492956666666667
325,AVG_UKO_FRA_USA,2019,0.8422523333333334
325,AVG_UKO_FRA_USA,2020,0.9645707333333333
331,AVG_UKO_FRA_USA,2017,1.2482320333333332
331,AVG_UKO_FRA_USA,2018,1.1881530666666666
331,AVG_UKO_FRA_USA,2019,1.1560886333333333
331,AVG_UKO_FRA_USA,2020,1.2473973333333332
338,AVG_UKO_FRA_USA,2017,1.2511623333333333
338,AVG_UKO_FRA_USA,2018,1.2364924666666668
338,AVG_UKO_FRA_USA,2019,1.1705163333333335
338,AVG_UKO_FRA_USA,2020,1.2845514333333332
339,AVG_UKO_FRA_USA,2017,0.8945323333333334
339,AVG_UKO_FRA_USA,2018,0.8717226666666666
339,AVG_UKO_FRA_USA,2019,0.7672533333333333
339,AVG_UKO_FRA_USA,2020,0.8690063333333333
341,AVG_UKO_FRA_USA,2017,0.8978603333333334
341,AVG_UKO_FRA_USA,2018,0.9323792666666667
341,AVG_UKO_FRA_USA,2019,0.8591893333333334
341,AVG_UKO_FRA_USA,2020,0.9307013333333333
343,AVG_UKO_FRA_USA,2017,1.0591977333333333
343,AVG_UKO_FRA_USA,2018,1.0404727666666667
343,AVG_UKO_FRA_USA,2019,0.8767413333333334
343,AVG_UKO_FRA_USA,2020,0.9129453333333334
344,AVG_UKO_FRA_USA,2017,0.8818753333333333
344,AVG_UKO_FRA_USA,2018,0.8495136666666667
344,AVG_UKO_FRA_USA,2019,0.8611823333333334
344,AVG_UKO_FRA_USA,2020,0.7715743333333334
345,AVG_UKO_FRA_USA,2017,1.4296712333333335
345,AVG_UKO_FRA_USA,2018,1.5569787666666666
345,AVG_UKO_FRA_USA,2019,1.4609029333333332
345,AVG_UKO_FRA_USA,2020,1.5005894333333334
346,AVG_UKO_FRA_USA,2017,1.1407379333333334
346,AVG_UKO_FRA_USA,2018,1.1942732666666667
346,AVG_UKO_FRA_USA,2019,1.1578389333333332
346,AVG_UKO_FRA_USA,2020,1.3087071333333333
349,AVG_UKO_FRA_USA,2017,0.8842573333333333
349,AVG_UKO_FRA_USA,2018,0.8991996666666666
349,AVG_UKO_FRA_USA,2019,0.8875723333333334
349,AVG_UKO_FRA_USA,2020,0.8161203333333333
350,AVG_UKO_FRA_USA,2017,1.0258606333333333
350,AVG_UKO_FRA_USA,2018,1.0574370666666666
350,AVG_UKO_FRA_USA,2019,0.8808943333333333
350,AVG_UKO_FRA_USA,2020,0.9917649333333333
352,AVG_UKO_FRA_USA,2017,1.2726963333333332
352,AVG_UKO_FRA_USA,2018,1.2886879666666666
352,AVG_UKO_FRA_USA,2019,1.1755478333333333
352,AVG_UKO_FRA_USA,2020,1.3028762333333332
355,AVG_UKO_FRA_USA,2017,0.9246153333333333
355,AVG_UKO_FRA_USA,2018,0.9369081666666668
355,AVG_UKO_FRA_USA,2019,0.7909753333333334
355,AVG_UKO_FRA_USA,2020,0.7667853333333333
359,AVG_UKO_FRA_USA,2017,1.1717262333333334
359,AVG_UKO_FRA_USA,2018,1.1877639666666666
359,AVG_UKO_FRA_USA,2019,1.2324120333333335
359,AVG_UKO_FRA_USA,2020,1.3125686333333333
360,AVG_UKO_FRA_USA,2017,0.8314443333333333
360,AVG_UKO_FRA_USA,2018,0.8441876666666667
360,AVG_UKO_FRA_USA,2019,0.7365843333333334
360,AVG_UKO_FRA_USA,2020,0.7936603333333333
365,AVG_UKO_FRA_USA,2017,1.8358940333333333
365,AVG_UKO_FRA_USA,2018,1.8311158666666667
365,AVG_UKO_FRA_USA,2019,1.8024224333333334
365,AVG_UKO_FRA_USA,2020,1.8769546333333333
366,AVG_UKO_FRA_USA,2017,0.8623883333333333
366,AVG_UKO_FRA_USA,2018,0.7917166666666666
366,AVG_UKO_FRA_USA,2019,0.7499383333333334
366,AVG_UKO_FRA_USA,2020,0.7012753333333334
367,AVG_UKO_FRA_USA,2017,0.8591813333333334
367,AVG_UKO_FRA_USA,2018,0.7455146666666667
367,AVG_UKO_FRA_USA,2019,0.7404533333333334
367,AVG_UKO_FRA_USA,2020,0.7637483333333334
368,AVG_UKO_FRA_USA,2017,0.8372543333333333
368,AVG_UKO_FRA_USA,2018,0.7211936666666667
368,AVG_UKO_FRA_USA,2019,0.6934673333333333
368,AVG_UKO_FRA_USA,2020,0.7012323333333333
369,AVG_UKO_FRA_USA,2017,0.7582123333333334
369,AVG_UKO_FRA_USA,2018,0.8553486666666668
369,AVG_UKO_FRA_USA,2019,0.6887623333333334
369,AVG_UKO_FRA_USA,2020,0.8446763333333334
370,AVG_UKO_FRA_USA,2017,2.1832092333333333
370,AVG_UKO_FRA_USA,2018,2.1922298666666666
370,AVG_UKO_FRA_USA,2019,2.1041217333333333
370,AVG_UKO_FRA_USA,2020,2.1908205333333335
371,AVG_UKO_FRA_USA,2017,1.7818969333333334
371,AVG_UKO_FRA_USA,2018,1.7680487666666667
371,AVG_UKO_FRA_USA,2019,1.7724466333333333
371,AVG_UKO_FRA_USA,2020,1.7322323333333334
372,AVG_UKO_FRA_USA,2017,1.0393301333333334
372,AVG_UKO_FRA_USA,2018,1.0418435666666666
372,AVG_UKO_FRA_USA,2019,0.9980479333333333
372,AVG_UKO_FRA_USA,2020,1.0006616333333334
373,AVG_UKO_FRA_USA,2017,2.7506876333333334
373,AVG_UKO_FRA_USA,2018,2.6362594666666666
373,AVG_UKO_FRA_USA,2019,2.5914532333333336
373,AVG_UKO_FRA_USA,2020,2.735986233333333
375,AVG_UKO_FRA_USA,2017,1.0445135333333333
375,AVG_UKO_FRA_USA,2018,1.0234136666666667
375,AVG_UKO_FRA_USA,2019,0.9990614333333333
375,AVG_UKO_FRA_USA,2020,1.0217619333333334
380,AVG_UKO_FRA_USA,2017,1.1463014333333335
380,AVG_UKO_FRA_USA,2018,1.0879423666666668
380,AVG_UKO_FRA_USA,2019,1.0487182333333334
380,AVG_UKO_FRA_USA,2020,1.0825478333333334
385,AVG_UKO_FRA_USA,2017,1.0141490333333334
385,AVG_UKO_FRA_USA,2018,1.0014900666666666
385,AVG_UKO_FRA_USA,2019,0.9607288333333334
385,AVG_UKO_FRA_USA,2020,0.9353603333333333
390,AVG_UKO_FRA_USA,2017,0.8144173333333333
390,AVG_UKO_FRA_USA,2018,0.8077146666666667
390,AVG_UKO_FRA_USA,2019,0.7695473333333334
390,AVG_UKO_FRA_USA,2020,0.7344363333333334
395,AVG_UKO_FRA_USA,2017,1.0164245333333333
395,AVG_UKO_FRA_USA,2018,1.0481136666666666
395,AVG_UKO_FRA_USA,2019,0.9325499333333334
395,AVG_UKO_FRA_USA,2020,0.9828033333333334
402,AVG_UKO_FRA_USA,2017,2.490329733333333
402,AVG_UKO_FRA_USA,2018,2.354360166666667
402,AVG_UKO_FRA_USA,2019,2.1996265333333334
402,AVG_UKO_FRA_USA,2020,2.215728433333333
403,AVG_UKO_FRA_USA,2017,2.4456931333333336
403,AVG_UKO_FRA_USA,2018,2.2275072666666667
403,AVG_UKO_FRA_USA,2019,2.4120790333333333
403,AVG_UKO_FRA_USA,2020,2.4154674333333332
404,AVG_UKO_FRA_USA,2017,2.5936973333333335
404,AVG_UKO_FRA_USA,2018,2.4010515666666667
404,AVG_UKO_FRA_USA,2019,2.373625033333333
404,AVG_UKO_FRA_USA,2020,2.4819225333333335
411,AVG_UKO_FRA_USA,2017,2.3503758333333336
411,AVG_UKO_FRA_USA,2018,2.2979830666666667
411,AVG_UKO_FRA_USA,2019,2.4991545333333334
411,AVG_UKO_FRA_USA,2020,2.4513342333333332
420,AVG_UKO_FRA_USA,2017,2.5817645333333332
420,AVG_UKO_FRA_USA,2018,2.400445266666667
420,AVG_UKO_FRA_USA,2019,2.452041933333333
420,AVG_UKO_FRA_USA,2020,2.427902433333333
432,AVG_UKO_FRA_USA,2017,2.0975399333333336
432,AVG_UKO_FRA_USA,2018,2.204434866666667
432,AVG_UKO_FRA_USA,2019,2.0632489333333335
432,AVG_UKO_FRA_USA,2020,2.058725133333333
433,AVG_UKO_FRA_USA,2017,2.5099820333333334
433,AVG_UKO_FRA_USA,2018,2.2732814666666665
433,AVG_UKO_FRA_USA,2019,2.4443246333333333
433,AVG_UKO_FRA_USA,2020,2.459728533333333
434,AVG_UKO_FRA_USA,2017,2.527674033333333
434,AVG_UKO_FRA_USA,2018,2.3866148666666667
434,AVG_UKO_FRA_USA,2019,2.4115525333333334
434,AVG_UKO_FRA_USA,2020,2.3270028333333332
435,AVG_UKO_FRA_USA,2017,2.6012395333333336
435,AVG_UKO_FRA_USA,2018,2.6610727666666665
435,AVG_UKO_FRA_USA,2019,2.816295033333333
435,AVG_UKO_FRA_USA,2020,2.6563706333333332
436,AVG_UKO_FRA_USA,2017,2.5515695333333333
436,AVG_UKO_FRA_USA,2018,2.655075666666667
436,AVG_UKO_FRA_USA,2019,2.5408388333333334
436,AVG_UKO_FRA_USA,2020,2.2425524333333335
437,AVG_UKO_FRA_USA,2017,2.3581957333333334
437,AVG_UKO_FRA_USA,2018,1.9897277966666667
437,AVG_UKO_FRA_USA,2019,2.087274633333333
437,AVG_UKO_FRA_USA,2020,2.1421737333333333
438,AVG_UKO_FRA_USA,2017,2.7526731333333334
438,AVG_UKO_FRA_USA,2018,2.6077096666666666
438,AVG_UKO_FRA_USA,2019,2.704803533333333
438,AVG_UKO_FRA_USA,2020,2.440218133333333
439,AVG_UKO_FRA_USA,2017,2.5459503333333333
439,AVG_UKO_FRA_USA,2018,2.4889100666666666
439,AVG_UKO_FRA_USA,2019,2.3857428333333335
439,AVG_UKO_FRA_USA,2020,2.423795833333333
450,AVG_UKO_FRA_USA,2017,2.1845949333333334
450,AVG_UKO_FRA_USA,2018,1.7681323666666666
450,AVG_UKO_FRA_USA,2019,1.5504029333333333
450,AVG_UKO_FRA_USA,2020,1.7003073333333334
451,AVG_UKO_FRA_USA,2017,2.5492708333333334
451,AVG_UKO_FRA_USA,2018,2.520118666666667
451,AVG_UKO_FRA_USA,2019,2.4928748333333335
451,AVG_UKO_FRA_USA,2020,2.5377680333333332
452,AVG_UKO_FRA_USA,2017,2.349005733333333
452,AVG_UKO_FRA_USA,2018,2.1049893666666666
452,AVG_UKO_FRA_USA,2019,2.042203833333333
452,AVG_UKO_FRA_USA,2020,2.4082830333333334
461,AVG_UKO_FRA_USA,2017,1.9252643933333333
461,AVG_UKO_FRA_USA,2018,1.9540978766666668
461,AVG_UKO_FRA_USA,2019,1.9345122933333334
461,AVG_UKO_FRA_USA,2020,1.9766281533333334
471,AVG_UKO_FRA_USA,2017,1.8535528633333334
471,AVG_UKO_FRA_USA,2018,1.9729045766666666
471,AVG_UKO_FRA_USA,2019,1.8737184133333333
471,AVG_UKO_FRA_USA,2020,1.8983643833333332
475,AVG_UKO_FRA_USA,2017,2.439790933333333
475,AVG_UKO_FRA_USA,2018,2.3607927666666666
475,AVG_UKO_FRA_USA,2019,2.3069876333333332
475,AVG_UKO_FRA_USA,2020,2.217443433333333
481,AVG_UKO_FRA_USA,2017,2.3484556333333333
481,AVG_UKO_FRA_USA,2018,2.244660366666667
481,AVG_UKO_FRA_USA,2019,2.5885226333333335
481,AVG_UKO_FRA_USA,2020,2.474525933333333
482,AVG_UKO_FRA_USA,2017,2.026826553333333
482,AVG_UKO_FRA_USA,2018,2.0686128666666668
482,AVG_UKO_FRA_USA,2019,1.9071411075333333
482,AVG_UKO_FRA_USA,2020,1.9891025533333333
483,AVG_UKO_FRA_USA,2017,2.549756933333333
483,AVG_UKO_FRA_USA,2018,2.635034966666667
483,AVG_UKO_FRA_USA,2019,2.4786965333333333
483,AVG_UKO_FRA_USA,2020,2.468242233333333
484,AVG_UKO_FRA_USA,2017,2.676658033333333
484,AVG_UKO_FRA_USA,2018,2.5435649666666666
484,AVG_UKO_FRA_USA,2019,2.6677926333333333
484,AVG_UKO_FRA_USA,2020,2.5148664333333333
490,AVG_UKO_FRA_USA,2017,2.4444765333333334
490,AVG_UKO_FRA_USA,2018,2.1777659666666667
490,AVG_UKO_FRA_USA,2019,2.4159656333333333
490,AVG_UKO_FRA_USA,2020,2.0703774333333334
500,AVG_UKO_FRA_USA,2017,3.0363693333333335
500,AVG_UKO_FRA_USA,2018,2.8834595666666667
500,AVG_UKO_FRA_USA,2019,2.7306345333333333
500,AVG_UKO_FRA_USA,2020,2.6927235333333335
501,AVG_UKO_FRA_USA,2017,2.6908752333333332
501,AVG_UKO_FRA_USA,2018,2.6968617666666668
501,AVG_UKO_FRA_USA,2019,2.3602686333333334
501,AVG_UKO_FRA_USA,2020,2.548601333333333
510,AVG_UKO_FRA_USA,2017,2.7277309333333335
510,AVG_UKO_FRA_USA,2018,2.7210715666666667
510,AVG_UKO_FRA_USA,2019,2.5692971333333334
510,AVG_UKO_FRA_USA,2020,2.5084312333333334
516,AVG_UKO_FRA_USA,2017,3.5299803333333335
516,AVG_UKO_FRA_USA,2018,3.0559046666666667
516,AVG_UKO_FRA_USA,2019,2.9821283333333333
516,AVG_UKO_FRA_USA,2020,3.2414023333333333
517,AVG_UKO_FRA_USA,2017,2.1203727333333333
517,AVG_UKO_FRA_USA,2018,1.9545846166666667
517,AVG_UKO_FRA_USA,2019,2.0470134333333334
517,AVG_UKO_FRA_USA,2020,2.1026924333333334
520,AVG_UKO_FRA_USA,2017,2.5343682333333333
520,AVG_UKO_FRA_USA,2018,2.452274366666667
520,AVG_UKO_FRA_USA,2019,2.5217503333333333
520,AVG_UKO_FRA_USA,2020,2.5612725333333333
522,AVG_UKO_FRA_USA,2017,2.6023193333333334
522,AVG_UKO_FRA_USA,2018,2.2970627666666665
522,AVG_UKO_FRA_USA,2019,2.349264933333333
522,AVG_UKO_FRA_USA,2020,2.498483333333333
530,AVG_UKO_FRA_USA,2017,2.4653553333333336
530,AVG_UKO_FRA_USA,2018,2.3420915666666664
530,AVG_UKO_FRA_USA,2019,2.3552690333333333
530,AVG_UKO_FRA_USA,2020,2.4132620333333334
531,AVG_UKO_FRA_USA,2017,2.7233034333333332
531,AVG_UKO_FRA_USA,2018,2.6714909666666666
531,AVG_UKO_FRA_USA,2019,2.6200510333333336
531,AVG_UKO_FRA_USA,2020,2.628189133333333
540,AVG_UKO_FRA_USA,2017,2.5139485333333336
540,AVG_UKO_FRA_USA,2018,2.5180953666666666
540,AVG_UKO_FRA_USA,2019,2.4915604333333334
540,AVG_UKO_FRA_USA,2020,2.4080192333333335
541,AVG_UKO_FRA_USA,2017,2.6977436333333333
541,AVG_UKO_FRA_USA,2018,2.5691117666666665
541,AVG_UKO_FRA_USA,2019,2.547726433333333
541,AVG_UKO_FRA_USA,2020,2.419895133333333
551,AVG_UKO_FRA_USA,2017,2.6729498333333335
551,AVG_UKO_FRA_USA,2018,2.608857366666667
551,AVG_UKO_FRA_USA,2019,2.4194177333333333
551,AVG_UKO_FRA_USA,2020,2.5190276333333332
552,AVG_UKO_FRA_USA,2017,3.896907333333333
552,AVG_UKO_FRA_USA,2018,3.3613626666666665
552,AVG_UKO_FRA_USA,2019,2.3053781333333334
552,AVG_UKO_FRA_USA,2020,2.371578433333333
553,AVG_UKO_FRA_USA,2017,2.430585033333333
553,AVG_UKO_FRA_USA,2018,2.2550597666666667
553,AVG_UKO_FRA_USA,2019,2.3313058333333334
553,AVG_UKO_FRA_USA,2020,2.0470660333333335
560,AVG_UKO_FRA_USA,2017,2.398497633333333
560,AVG_UKO_FRA_USA,2018,2.3641272666666664
560,AVG_UKO_FRA_USA,2019,2.2595205333333332
560,AVG_UKO_FRA_USA,2020,2.2663946333333334
565,AVG_UKO_FRA_USA,2017,2.7337935333333334
565,AVG_UKO_FRA_USA,2018,2.5873334666666667
565,AVG_UKO_FRA_USA,2019,2.3911257333333333
565,AVG_UKO_FRA_USA,2020,2.5407523333333333
570,AVG_UKO_FRA_USA,2017,2.6778384333333336
570,AVG_UKO_FRA_USA,2018,2.3394364666666667
570,AVG_UKO_FRA_USA,2019,2.230344033333333
570,AVG_UKO_FRA_USA,2020,2.227709433333333
571,AVG_UKO_FRA_USA,2017,2.3540015333333333
571,AVG_UKO_FRA_USA,2018,2.2584565666666667
571,AVG_UKO_FRA_USA,2019,2.271618533333333
571,AVG_UKO_FRA_USA,2020,2.2465504333333333
572,AVG_UKO_FRA_USA,2017,2.693735833333333
572,AVG_UKO_FRA_USA,2018,2.0503905666666666
572,AVG_UKO_FRA_USA,2019,2.1308197333333334
572,AVG_UKO_FRA_USA,2020,2.403159833333333
580,AVG_UKO_FRA_USA,2017,2.4875964333333336
580,AVG_UKO_FRA_USA,2018,2.5993055666666667
580,AVG_UKO_FRA_USA,2019,2.4782728333333335
580,AVG_UKO_FRA_USA,2020,2.038450533333333
581,AVG_UKO_FRA_USA,2017,2.5449165333333332
581,AVG_UKO_FRA_USA,2018,2.6855223666666665
581,AVG_UKO_FRA_USA,2019,2.4481344333333332
581,AVG_UKO_FRA_USA,2020,2.304507533333333
590,AVG_UKO_FRA_USA,2017,2.6415457333333334
590,AVG_UKO_FRA_USA,2018,2.3985209666666667
590,AVG_UKO_FRA_USA,2019,2.4365731333333334
590,AVG_UKO_FRA_USA,2020,2.4917936333333333
591,AVG_UKO_FRA_USA,2017,2.337388333333333
591,AVG_UKO_FRA_USA,2018,2.4120625666666666
591,AVG_UKO_FRA_USA,2019,2.3444249333333333
591,AVG_UKO_FRA_USA,2020,2.2390343333333336
600,AVG_UKO_FRA_USA,2017,2.3182085333333333
600,AVG_UKO_FRA_USA,2018,2.378561866666667
600,AVG_UKO_FRA_USA,2019,2.5406106333333334
600,AVG_UKO_FRA_USA,2020,2.5668484333333335
615,AVG_UKO_FRA_USA,2017,2.9193040333333333
615,AVG_UKO_FRA_USA,2018,2.9216700666666666
615,AVG_UKO_FRA_USA,2019,2.8789606333333335
615,AVG_UKO_FRA_USA,2020,3.0266393333333332
616,AVG_UKO_FRA_USA,2017,2.663936233333333
616,AVG_UKO_FRA_USA,2018,2.4875716666666667
616,AVG_UKO_FRA_USA,2019,2.639957933333333
616,AVG_UKO_FRA_USA,2020,2.5819205333333333
620,AVG_UKO_FRA_USA,2017,2.750671233333333
620,AVG_UKO_FRA_USA,2018,2.5181018666666666
620,AVG_UKO_FRA_USA,2019,2.691295833333333
620,AVG_UKO_FRA_USA,2020,2.4828805333333333
625,AVG_UKO_FRA_USA,2017,3.2401143333333335
625,AVG_UKO_FRA_USA,2018,3.0721776666666667
625,AVG_UKO_FRA_USA,2019,2.9880033333333333
625,AVG_UKO_FRA_USA,2020,3.044795333333333
626,AVG_UKO_FRA_USA,2017,1.2215297333333335
626,AVG_UKO_FRA_USA,2018,1.8237421666666667
626,AVG_UKO_FRA_USA,2019,1.8437356733333332
626,AVG_UKO_FRA_USA,2020,2.2106478333333333
630,AVG_UKO_FRA_USA,2017,3.524239333333333
630,AVG_UKO_FRA_USA,2018,3.8425566666666664
630,AVG_UKO_FRA_USA,2019,3.5736173333333334
630,AVG_UKO_FRA_USA,2020,3.7035343333333333
640,AVG_UKO_FRA_USA,2017,1.2762068333333334
640,AVG_UKO_FRA_USA,2018,1.3353812666666667
640,AVG_UKO_FRA_USA,2019,1.3065478333333334
640,AVG_UKO_FRA_USA,2020,1.3302539333333332
645,AVG_UKO_FRA_USA,2017,2.7651005333333334
645,AVG_UKO_FRA_USA,2018,2.8525245666666668
645,AVG_UKO_FRA_USA,2019,2.8112407333333334
645,AVG_UKO_FRA_USA,2020,2.767529833333333
651,AVG_UKO_FRA_USA,2017,2.9588543333333335
651,AVG_UKO_FRA_USA,2018,3.1833566666666666
651,AVG_UKO_FRA_USA,2019,2.9680313333333332
651,AVG_UKO_FRA_USA,2020,2.9869173333333334
652,AVG_UKO_FRA_USA,2017,3.8150803333333334
652,AVG_UKO_FRA_USA,2018,3.7633176666666666
652,AVG_UKO_FRA_USA,2019,3.835748333333333
652,AVG_UKO_FRA_USA,2020,3.8240273333333334
660,AVG_UKO_FRA_USA,2017,3.0112443333333334
660,AVG_UKO_FRA_USA,2018,2.901980866666667
660,AVG_UKO_FRA_USA,2019,3.031109333333333
660,AVG_UKO_FRA_USA,2020,2.9489213333333333
663,AVG_UKO_FRA_USA,2017,2.6759007333333336
663,AVG_UKO_FRA_USA,2018,2.5733763666666665
663,AVG_UKO_FRA_USA,2019,2.669196433333333
663,AVG_UKO_FRA_USA,2020,2.4956570333333334
666,AVG_UKO_FRA_USA,2017,0.6384763333333333
666,AVG_UKO_FRA_USA,2018,0.694605
666,AVG_UKO_FRA_USA,2019,0.6641193333333334
666,AVG_UKO_FRA_USA,2020,0.7207393333333333
670,AVG_UKO_FRA_USA,2017,2.5663601333333332
670,AVG_UKO_FRA_USA,2018,2.640371366666667
670,AVG_UKO_FRA_USA,2019,2.3493391333333333
670,AVG_UKO_FRA_USA,2020,2.514705633333333
679,AVG_UKO_FRA_USA,2017,2.5614015333333335
679,AVG_UKO_FRA_USA,2018,2.7697570666666667
679,AVG_UKO_FRA_USA,2019,2.6441139333333332
679,AVG_UKO_FRA_USA,2020,2.504568933333333
690,AVG_UKO_FRA_USA,2017,2.7485257333333335
690,AVG_UKO_FRA_USA,2018,2.8112947666666668
690,AVG_UKO_FRA_USA,2019,2.6995489333333333
690,AVG_UKO_FRA_USA,2020,2.610087833333333
692,AVG_UKO_FRA_USA,2017,2.5821441333333333
692,AVG_UKO_FRA_USA,2018,2.5164080666666666
692,AVG_UKO_FRA_USA,2019,2.474538133333333
692,AVG_UKO_FRA_USA,2020,2.473062233333333
694,AVG_UKO_FRA_USA,2017,2.5541427333333333
694,AVG_UKO_FRA_USA,2018,2.6207532666666666
694,AVG_UKO_FRA_USA,2019,2.6875344333333335
694,AVG_UKO_FRA_USA,2020,2.6204655333333333
696,AVG_UKO_FRA_USA,2017,2.3982264333333334
696,AVG_UKO_FRA_USA,2018,2.5697384666666667
696,AVG_UKO_FRA_USA,2019,2.566306733333333
696,AVG_UKO_FRA_USA,2020,2.544845533333333
698,AVG_UKO_FRA_USA,2017,2.9780283333333335
698,AVG_UKO_FRA_USA,2018,2.9197988666666665
698,AVG_UKO_FRA_USA,2019,2.8580969333333335
698,AVG_UKO_FRA_USA,2020,2.808387933333333
700,AVG_UKO_FRA_USA,2017,2.8948556333333335
700,AVG_UKO_FRA_USA,2018,2.8533466666666665
700,AVG_UKO_FRA_USA,2019,2.4724144333333333
700,AVG_UKO_FRA_USA,2020,2.523422533333333
701,AVG_UKO_FRA_USA,2017,2.814997433333333
701,AVG_UKO_FRA_USA,2018,2.7969018666666665
701,AVG_UKO_FRA_USA,2019,2.682195233333333
701,AVG_UKO_FRA_USA,2020,2.6201418333333333
702,AVG_UKO_FRA_USA,2017,2.6246685333333333
702,AVG_UKO_FRA_USA,2018,2.5015086666666666
702,AVG_UKO_FRA_USA,2019,2.5370444333333335
702,AVG_UKO_FRA_USA,2020,2.4430462333333334
703,AVG_UKO_FRA_USA,2017,2.564084333333333
703,AVG_UKO_FRA_USA,2018,2.6815027666666666
703,AVG_UKO_FRA_USA,2019,2.6569917333333333
703,AVG_UKO_FRA_USA,2020,2.6557852333333334
704,AVG_UKO_FRA_USA,2017,2.1870808333333334
704,AVG_UKO_FRA_USA,2018,2.375959866666667
704,AVG_UKO_FRA_USA,2019,2.2119083333333336
704,AVG_UKO_FRA_USA,2020,2.586816033333333
705,AVG_UKO_FRA_USA,2017,2.4941939333333334
705,AVG_UKO_FRA_USA,2018,2.3422263666666665
705,AVG_UKO_FRA_USA,2019,2.523481933333333
705,AVG_UKO_FRA_USA,2020,2.453288033333333
710,AVG_UKO_FRA_USA,2017,2.3107051333333333
710,AVG_UKO_FRA_USA,2018,2.4285192666666666
710,AVG_UKO_FRA_USA,2019,2.2539543333333336
710,AVG_UKO_FRA_USA,2020,2.487398033333333
712,AVG_UKO_FRA_USA,2017,2.4889944333333336
712,AVG_UKO_FRA_USA,2018,2.4325909666666665
712,AVG_UKO_FRA_USA,2019,2.488052833333333
712,AVG_UKO_FRA_USA,2020,2.487550633333333
731,AVG_UKO_FRA_USA,2017,2.1537960333333332
731,AVG_UKO_FRA_USA,2018,2.5773344666666667
731,AVG_UKO_FRA_USA,2019,2.0783285333333334
731,AVG_UKO_FRA_USA,2020,2.1675040333333335
732,AVG_UKO_FRA_USA,2017,0.9840554333333333
732,AVG_UKO_FRA_USA,2018,1.0291871666666668
732,AVG_UKO_FRA_USA,2019,1.0800049333333335
732,AVG_UKO_FRA_USA,2020,1.0422994333333333
740,AVG_UKO_FRA_USA,2017,1.2954417333333335
740,AVG_UKO_FRA_USA,2018,1.1642825666666667
740,AVG_UKO_FRA_USA,2019,1.2155956333333333
740,AVG_UKO_FRA_USA,2020,1.3294214333333332
750,AVG_UKO_FRA_USA,2017,2.141294333333333
750,AVG_UKO_FRA_USA,2018,2.219137866666667
750,AVG_UKO_FRA_USA,2019,2.0869463333333336
750,AVG_UKO_FRA_USA,2020,2.0529874333333336
760,AVG_UKO_FRA_USA,2017,2.6059482333333333
760,AVG_UKO_FRA_USA,2018,2.455790566666667
760,AVG_UKO_FRA_USA,2019,2.4712369333333335
760,AVG_UKO_FRA_USA,2020,2.4432804333333333
770,AVG_UKO_FRA_USA,2017,2.1694941333333335
