reporter_iso,reporter_name,partner_iso,partner_name,section_code,section_name,HS2,imp_sum_hs2,exp_sum_hs2_5yr,imp_rank_hs2_5yr,imp_rank_hs2_5yr
bih,Bosnia Herzegovina,rus,Russian Federation,11,Textile and textile articles,58,379,0,69,65
bih,Bosnia Herzegovina,rus,Russian Federation,02,Vegetable products,07,1007598,1933897,60,37
bih,Bosnia Herzegovina,rus,Russian Federation,02,Vegetable products,10,274187,15103,112,51
bih,Bosnia Herzegovina,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",20,23062,685580,60,65
bih,Bosnia Herzegovina,rus,Russian Federation,11,Textile and textile articles,60,814,22,43,59
bih,Bosnia Herzegovina,rus,Russian Federation,02,Vegetable products,08,391290,86975236,30,26
bwa,Botswana,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",71,320269021,11457489,18,23
bwa,Botswana,rus,Russian Federation,02,Vegetable products,10,3453341,0,100,65
bwa,Botswana,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",69,15812,0,82,91
bwa,Botswana,rus,Russian Federation,15,Base metals and articles of base metal,73,21194,0,121,103
bwa,Botswana,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",44,17709,0,128,103
bwa,Botswana,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",84,335889,188631,121,89
bwa,Botswana,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",49,1091,180,122,96
bwa,Botswana,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",64,1468,0,96,94
bwa,Botswana,rus,Russian Federation,99,NA,99,2322,1032,110,92
bwa,Botswana,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",85,18538,149275,141,87
bwa,Botswana,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",87,27404,0,132,96
bwa,Botswana,rus,Russian Federation,11,Textile and textile articles,62,1320,4,109,104
bwa,Botswana,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",39,67,31,142,104
bwa,Botswana,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",90,67972,0,118,103
bwa,Botswana,rus,Russian Federation,06,Product of the chemicals or allied industries,30,43,0,137,91
bwa,Botswana,rus,Russian Federation,20,Miscellaneous manufactured articles,96,54,0,125,90
bwa,Botswana,rus,Russian Federation,15,Base metals and articles of base metal,82,13058,0,119,96
bwa,Botswana,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",42,2167,0,88,99
bwa,Botswana,rus,Russian Federation,06,Product of the chemicals or allied industries,33,305,0,127,95
bwa,Botswana,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",19,0,437,106,78
bra,Brazil,rus,Russian Federation,06,Product of the chemicals or allied industries,31,8873494520,0,1,51
bra,Brazil,rus,Russian Federation,15,Base metals and articles of base metal,76,1289430329,1060993,11,53
bra,Brazil,rus,Russian Federation,05,Mineral products,27,2665254275,1526277,39,51
bra,Brazil,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",71,446303598,1452269,16,34
bra,Brazil,rus,Russian Federation,05,Mineral products,25,295959194,2380332,9,39
bra,Brazil,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",40,384079193,10227689,15,42
bra,Brazil,rus,Russian Federation,15,Base metals and articles of base metal,72,424680514,251781015,34,13
bra,Brazil,rus,Russian Federation,15,Base metals and articles of base metal,75,93135414,1907,16,44
bra,Brazil,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",88,15435810,39953568,37,17
bra,Brazil,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",85,180350566,37458359,18,50
bra,Brazil,rus,Russian Federation,15,Base metals and articles of base metal,73,58563954,10649458,29,47
bra,Brazil,rus,Russian Federation,15,Base metals and articles of base metal,81,55845654,25367,15,44
bra,Brazil,rus,Russian Federation,06,Product of the chemicals or allied industries,28,97011724,371358775,32,6
bra,Brazil,rus,Russian Federation,15,Base metals and articles of base metal,78,26413553,0,11,44
bra,Brazil,rus,Russian Federation,06,Product of the chemicals or allied industries,29,116644377,73426852,26,25
bra,Brazil,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",48,17384127,15721722,66,37
bra,Brazil,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",47,27177758,2745781,21,13
bra,Brazil,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",19,7018028,8136,18,71
bra,Brazil,rus,Russian Federation,06,Product of the chemicals or allied industries,34,19313589,969379,12,49
bra,Brazil,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",93,2401010,0,20,36
bra,Brazil,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",87,39458242,670369229,26,23
bra,Brazil,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",84,34316926,329202416,47,41
bra,Brazil,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",39,33463662,13429274,33,54
bra,Brazil,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",44,6047260,1877044,78,41
bra,Brazil,rus,Russian Federation,02,Vegetable products,11,33418629,135763,12,38
bra,Brazil,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",17,3854607,684575087,39,1
bra,Brazil,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",90,5933012,21821570,60,45
bra,Brazil,rus,Russian Federation,06,Product of the chemicals or allied industries,38,11182370,7059980,37,47
bra,Brazil,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",69,954933,1068278,36,42
bra,Brazil,rus,Russian Federation,06,Product of the chemicals or allied industries,32,10003711,3388998,16,48
bra,Brazil,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",68,2003088,23455972,50,23
bra,Brazil,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",22,2719591,137901,53,67
bra,Brazil,rus,Russian Federation,06,Product of the chemicals or allied industries,33,1903287,5895828,58,45
bra,Brazil,rus,Russian Federation,15,Base metals and articles of base metal,82,139225,26162473,91,25
bra,Brazil,rus,Russian Federation,11,Textile and textile articles,63,458444,675883,43,57
bra,Brazil,rus,Russian Federation,15,Base metals and articles of base metal,83,425919,340367,38,56
bra,Brazil,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",70,1208153,5071182,58,37
bra,Brazil,rus,Russian Federation,06,Product of the chemicals or allied industries,30,11937,10023230,124,47
bra,Brazil,rus,Russian Federation,06,Product of the chemicals or allied industries,35,20520,57661298,56,14
bra,Brazil,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",92,16451,64313,46,40
bra,Brazil,rus,Russian Federation,11,Textile and textile articles,57,10888,156,50,73
bra,Brazil,rus,Russian Federation,20,Miscellaneous manufactured articles,95,36817,94388,77,65
bra,Brazil,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",86,2162,1173220,80,34
bra,Brazil,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",45,4088,186,19,41
bra,Brazil,rus,Russian Federation,11,Textile and textile articles,61,49572,1551796,62,56
bra,Brazil,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",49,2810,71435,107,57
bra,Brazil,rus,Russian Federation,11,Textile and textile articles,56,238196,6340526,52,38
bra,Brazil,rus,Russian Federation,11,Textile and textile articles,58,0,674,82,60
bra,Brazil,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",42,26462,243678,56,54
bra,Brazil,rus,Russian Federation,20,Miscellaneous manufactured articles,94,156812,315989,81,63
bra,Brazil,rus,Russian Federation,15,Base metals and articles of base metal,74,276426,15763163,71,26
bra,Brazil,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",91,0,389,104,62
bra,Brazil,rus,Russian Federation,11,Textile and textile articles,62,26438,969899,77,56
bra,Brazil,rus,Russian Federation,20,Miscellaneous manufactured articles,96,25658,64302,70,60
bra,Brazil,rus,Russian Federation,11,Textile and textile articles,59,0,193990,93,46
bra,Brazil,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",66,0,507,69,52
bra,Brazil,rus,Russian Federation,02,Vegetable products,12,917,2404513221,91,1
bra,Brazil,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",64,8644,39984800,75,24
bra,Brazil,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",65,540,9157,83,59
bra,Brazil,rus,Russian Federation,11,Textile and textile articles,60,0,22199,59,49
bra,Brazil,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",18,18,116240,105,56
bra,Brazil,rus,Russian Federation,02,Vegetable products,08,0,60175803,74,30
bra,Brazil,rus,Russian Federation,06,Product of the chemicals or allied industries,37,0,10589,69,36
bra,Brazil,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",97,0,15794,97,52
bra,Brazil,rus,Russian Federation,01,Live animals and animal products,04,0,21391768,75,25
bra,Brazil,rus,Russian Federation,02,Vegetable products,09,0,426189368,105,4
bra,Brazil,rus,Russian Federation,02,Vegetable products,06,0,50019,49,55
bra,Brazil,rus,Russian Federation,02,Vegetable products,13,0,11766006,59,13
bra,Brazil,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",43,0,311256,60,31
bra,Brazil,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,15,1468,19209285,98,18
bra,Brazil,rus,Russian Federation,01,Live animals and animal products,03,135443,12436,80,61
bra,Brazil,rus,Russian Federation,02,Vegetable products,07,0,189264,106,58
bra,Brazil,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",16,0,71151,83,52
bra,Brazil,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",41,1765,1984208,58,15
bra,Brazil,rus,Russian Federation,01,Live animals and animal products,05,511898,66885636,36,2
bra,Brazil,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",21,1649321,389509433,47,2
bra,Brazil,rus,Russian Federation,05,Mineral products,26,14684127,1530416,31,27
bra,Brazil,rus,Russian Federation,11,Textile and textile articles,54,582336,337465,31,52
bra,Brazil,rus,Russian Federation,11,Textile and textile articles,53,17626,1457628,54,11
bra,Brazil,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",20,0,45895510,88,28
bra,Brazil,rus,Russian Federation,02,Vegetable products,10,80665746,1235665,60,33
bra,Brazil,rus,Russian Federation,01,Live animals and animal products,02,0,3201111483,61,2
bra,Brazil,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",23,0,32412080,95,24
bra,Brazil,rus,Russian Federation,99,NA,99,0,2385748,117,45
bra,Brazil,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",24,48591,394951118,64,1
brn,Brunei Darussalam,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",90,1345296,28855,75,90
brn,Brunei Darussalam,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",87,37102,0,130,96
brn,Brunei Darussalam,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",39,4992,1312,129,96
brn,Brunei Darussalam,rus,Russian Federation,01,Live animals and animal products,01,3541,0,67,76
brn,Brunei Darussalam,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",85,125303,1502,129,109
brn,Brunei Darussalam,rus,Russian Federation,11,Textile and textile articles,62,232,18,121,103
brn,Brunei Darussalam,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",40,39604,4,120,96
brn,Brunei Darussalam,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",44,70786,24,117,100
brn,Brunei Darussalam,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",49,14,26,136,107
brn,Brunei Darussalam,rus,Russian Federation,15,Base metals and articles of base metal,73,11197,998,126,93
brn,Brunei Darussalam,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",84,208383,14726,128,100
brn,Brunei Darussalam,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",42,695,224,106,86
brn,Brunei Darussalam,rus,Russian Federation,99,NA,99,65085,42136,86,75
bgr,Bulgaria,rus,Russian Federation,05,Mineral products,27,12892442498,18152541,23,36
bgr,Bulgaria,rus,Russian Federation,15,Base metals and articles of base metal,76,519064604,6394113,18,39
bgr,Bulgaria,rus,Russian Federation,15,Base metals and articles of base metal,74,371672888,5432911,12,36
bgr,Bulgaria,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",85,63828709,240724250,35,38
bgr,Bulgaria,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",48,52978925,28493096,40,30
bgr,Bulgaria,rus,Russian Federation,15,Base metals and articles of base metal,72,141126345,24350403,63,37
bgr,Bulgaria,rus,Russian Federation,06,Product of the chemicals or allied industries,31,154910228,128943,46,34
bgr,Bulgaria,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",86,36379288,939171,13,36
bgr,Bulgaria,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",40,66797920,29339834,38,35
bgr,Bulgaria,rus,Russian Federation,02,Vegetable products,12,195095890,73488,6,75
bgr,Bulgaria,rus,Russian Federation,15,Base metals and articles of base metal,78,9829791,0,22,44
bgr,Bulgaria,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",68,45131598,1884556,13,42
bgr,Bulgaria,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",44,41962343,678921,52,47
bgr,Bulgaria,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",87,22474223,25697560,37,41
bgr,Bulgaria,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",22,16867692,24073914,23,35
bgr,Bulgaria,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",39,46258734,45335506,26,43
bgr,Bulgaria,rus,Russian Federation,06,Product of the chemicals or allied industries,28,23895695,1153284,58,57
bgr,Bulgaria,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",84,273370829,516840573,18,37
bgr,Bulgaria,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",70,25549480,19201423,26,26
bgr,Bulgaria,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",88,57170652,10546473,20,26
bgr,Bulgaria,rus,Russian Federation,15,Base metals and articles of base metal,73,468607726,397752627,6,13
bgr,Bulgaria,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",90,16544186,73932520,32,36
bgr,Bulgaria,rus,Russian Federation,02,Vegetable products,07,5321107,9790,41,75
bgr,Bulgaria,rus,Russian Federation,06,Product of the chemicals or allied industries,29,18180992,19915360,51,36
bgr,Bulgaria,rus,Russian Federation,06,Product of the chemicals or allied industries,33,3948062,63623103,41,27
bgr,Bulgaria,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,15,1610935,540054,59,49
bgr,Bulgaria,rus,Russian Federation,11,Textile and textile articles,51,3715386,10104595,5,6
bgr,Bulgaria,rus,Russian Federation,06,Product of the chemicals or allied industries,36,1080417,9031,22,29
bgr,Bulgaria,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",49,1452108,1387341,40,37
bgr,Bulgaria,rus,Russian Federation,15,Base metals and articles of base metal,83,2511271,17978874,27,29
bgr,Bulgaria,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",20,1763305,22446017,26,36
bgr,Bulgaria,rus,Russian Federation,06,Product of the chemicals or allied industries,38,4906860,40843150,54,35
bgr,Bulgaria,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",64,1571707,18016422,21,30
bgr,Bulgaria,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",19,1670290,11879098,27,29
bgr,Bulgaria,rus,Russian Federation,15,Base metals and articles of base metal,81,1104188,469559,38,34
bgr,Bulgaria,rus,Russian Federation,15,Base metals and articles of base metal,82,1656715,3741685,49,42
bgr,Bulgaria,rus,Russian Federation,11,Textile and textile articles,54,2156076,2199655,19,35
bgr,Bulgaria,rus,Russian Federation,06,Product of the chemicals or allied industries,34,395831,22981992,61,27
bgr,Bulgaria,rus,Russian Federation,02,Vegetable products,11,590734,62557,52,41
bgr,Bulgaria,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",21,4296559,22431819,33,40
bgr,Bulgaria,rus,Russian Federation,06,Product of the chemicals or allied industries,32,1221023,4688919,43,43
bgr,Bulgaria,rus,Russian Federation,20,Miscellaneous manufactured articles,94,5967220,27945490,38,35
bgr,Bulgaria,rus,Russian Federation,20,Miscellaneous manufactured articles,95,374710,8851633,49,40
bgr,Bulgaria,rus,Russian Federation,20,Miscellaneous manufactured articles,96,304794,3190928,43,40
bgr,Bulgaria,rus,Russian Federation,02,Vegetable products,09,461136,4495347,48,45
bgr,Bulgaria,rus,Russian Federation,06,Product of the chemicals or allied industries,30,1697053,717153979,57,16
bgr,Bulgaria,rus,Russian Federation,15,Base metals and articles of base metal,80,65575,0,28,42
bgr,Bulgaria,rus,Russian Federation,11,Textile and textile articles,56,404162,20405741,48,22
bgr,Bulgaria,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",42,57542,1403930,42,41
bgr,Bulgaria,rus,Russian Federation,11,Textile and textile articles,55,3365824,12936445,11,20
bgr,Bulgaria,rus,Russian Federation,01,Live animals and animal products,04,59209,12755057,45,32
bgr,Bulgaria,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",91,338672,658962,16,32
bgr,Bulgaria,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",47,23501,0,72,37
bgr,Bulgaria,rus,Russian Federation,11,Textile and textile articles,63,141974,7621708,55,28
bgr,Bulgaria,rus,Russian Federation,11,Textile and textile articles,61,294656,4709681,43,49
bgr,Bulgaria,rus,Russian Federation,05,Mineral products,25,1274676,4595951,70,33
bgr,Bulgaria,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",97,103687,465349,43,27
bgr,Bulgaria,rus,Russian Federation,11,Textile and textile articles,59,101668,620235,39,36
bgr,Bulgaria,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",69,2162815,15881759,29,25
bgr,Bulgaria,rus,Russian Federation,15,Base metals and articles of base metal,75,176405,0,53,52
bgr,Bulgaria,rus,Russian Federation,06,Product of the chemicals or allied industries,35,560651,39181094,21,17
bgr,Bulgaria,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",89,138749,832134,57,38
bgr,Bulgaria,rus,Russian Federation,11,Textile and textile articles,62,223090,910677,55,57
bgr,Bulgaria,rus,Russian Federation,01,Live animals and animal products,01,27295,1043,55,63
bgr,Bulgaria,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",65,17970,12925,46,57
bgr,Bulgaria,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",18,2160958,37246336,44,21
bgr,Bulgaria,rus,Russian Federation,11,Textile and textile articles,58,1306,15962,58,49
bgr,Bulgaria,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",17,282586,6272088,64,25
bgr,Bulgaria,rus,Russian Federation,11,Textile and textile articles,52,13952,1066024,48,32
bgr,Bulgaria,rus,Russian Federation,02,Vegetable products,08,75274,72863,44,83
bgr,Bulgaria,rus,Russian Federation,02,Vegetable products,10,3929200,3209,96,55
bgr,Bulgaria,rus,Russian Federation,11,Textile and textile articles,53,0,150354,75,23
bgr,Bulgaria,rus,Russian Federation,06,Product of the chemicals or allied industries,37,15072,10057,31,37
bgr,Bulgaria,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",16,10306,300783,72,43
bgr,Bulgaria,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",24,773,67476940,87,11
bgr,Bulgaria,rus,Russian Federation,01,Live animals and animal products,02,0,13519,61,43
bgr,Bulgaria,rus,Russian Federation,01,Live animals and animal products,05,543796,7610,33,59
bgr,Bulgaria,rus,Russian Federation,11,Textile and textile articles,60,31854,1832458,15,27
bgr,Bulgaria,rus,Russian Federation,02,Vegetable products,13,108978,973028,21,30
bgr,Bulgaria,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",71,340583,296844,53,43
bgr,Bulgaria,rus,Russian Federation,02,Vegetable products,14,0,26206,41,23
bgr,Bulgaria,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",45,2733,28640,22,25
bgr,Bulgaria,rus,Russian Federation,11,Textile and textile articles,57,6635,55117,58,51
bgr,Bulgaria,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",92,8866,582541,55,23
bgr,Bulgaria,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",67,32710,357312,24,20
bgr,Bulgaria,rus,Russian Federation,99,NA,99,2021224,5365169,48,36
bgr,Bulgaria,rus,Russian Federation,05,Mineral products,26,21359794,1137118,29,31
bgr,Bulgaria,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",23,43582,76142609,75,18
bfa,Burkina Faso,rus,Russian Federation,05,Mineral products,27,762727981,40518,60,78
bfa,Burkina Faso,rus,Russian Federation,06,Product of the chemicals or allied industries,31,85344375,0,62,51
bfa,Burkina Faso,rus,Russian Federation,06,Product of the chemicals or allied industries,36,62079653,0,2,37
bfa,Burkina Faso,rus,Russian Federation,06,Product of the chemicals or allied industries,28,9494770,0,81,85
bfa,Burkina Faso,rus,Russian Federation,02,Vegetable products,10,63946719,0,64,65
bfa,Burkina Faso,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",48,1407940,0,107,97
bfa,Burkina Faso,rus,Russian Federation,15,Base metals and articles of base metal,73,8855373,0,52,103
bfa,Burkina Faso,rus,Russian Federation,06,Product of the chemicals or allied industries,30,2615835,0,50,91
bfa,Burkina Faso,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",40,293593,0,99,97
bfa,Burkina Faso,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",85,192870,0,122,117
bfa,Burkina Faso,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",86,15318,0,65,64
bfa,Burkina Faso,rus,Russian Federation,06,Product of the chemicals or allied industries,38,715351,0,83,87
bfa,Burkina Faso,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",93,3401975,0,17,36
