reporter_iso,reporter_name,partner_iso,partner_name,section_code,section_name,HS2,imp_sum_hs2,exp_sum_hs2_5yr,imp_rank_hs2_5yr,exp_rank_hs2_5yr,tbal_HS2_5yr,import_factor,export_factor,trade_share,impTop5,expTop5,impTop10,expTop10,mean_total_rai
mys,Malaysia,rus,Russian Federation,11,Textile and textile articles,59,43575,261908,48,43,218333,0.1426429621288255,0.8573570378711745,3.700897112625537e-5,0,0,0,0,12.2149565
mys,Malaysia,rus,Russian Federation,11,Textile and textile articles,56,13413,9578741,73,31,9565328,0.0013983303437371836,0.9986016696562628,0.001162080215346173,0,0,0,0,12.2149565
mys,Malaysia,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",18,56962,206376256,69,6,206319294,2.7593427332998314e-4,0.99972406572667,0.025009185468461353,0,0,0,1,12.2149565
mys,Malaysia,rus,Russian Federation,02,Vegetable products,13,0,223648,59,37,223648,0,1,2.7094739721833163e-5,0,0,0,0,12.2149565
mys,Malaysia,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",71,174514,1455067,59,33,1280553,0.10709133206634099,0.892908667933659,1.974221680973879e-4,0,0,0,0,12.2149565
mys,Malaysia,rus,Russian Federation,06,Product of the chemicals or allied industries,35,81762,6569025,42,33,6487263,0.012293582699310622,0.9877064173006894,8.057364372154082e-4,0,0,0,0,12.2149565
mys,Malaysia,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",69,0,4449331,121,34,4449331,0,1,5.390321638524989e-4,0,0,0,0,12.2149565
mys,Malaysia,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",19,27235,11352657,72,30,11325422,0.002393256456212414,0.9976067435437875,0.001378662951614016,0,0,0,0,12.2149565
mys,Malaysia,rus,Russian Federation,11,Textile and textile articles,55,14137,3523008,40,30,3508871,0.003996726173227278,0.9960032738267727,4.2852170881645964e-4,0,0,0,0,12.2149565
mys,Malaysia,rus,Russian Federation,02,Vegetable products,08,0,886333,74,69,886333,0,1,1.0737838899463243e-4,0,0,0,0,12.2149565
mys,Malaysia,rus,Russian Federation,11,Textile and textile articles,54,0,988493,84,43,988493,0,1,1.1975497456652432e-4,0,0,0,0,12.2149565
mys,Malaysia,rus,Russian Federation,99,NA,99,2327143,6462330,46,34,4135187,0.2647647930655228,0.7352352069344772,0.0010648361855553374,0,0,0,0,12.2149565
mys,Malaysia,rus,Russian Federation,11,Textile and textile articles,60,0,421743,59,34,421743,0,1,5.109375811321847e-5,0,0,0,0,12.2149565
mys,Malaysia,rus,Russian Federation,01,Live animals and animal products,04,69617,3331229,43,38,3261612,0.020470494694555412,0.9795295053054446,4.120092162864744e-4,0,0,0,0,12.2149565
mys,Malaysia,rus,Russian Federation,06,Product of the chemicals or allied industries,37,0,2733604,69,16,2733604,0,1,3.311734908542085e-4,0,0,0,0,12.2149565
mli,Mali,rus,Russian Federation,06,Product of the chemicals or allied industries,31,127485031,1212934,50,24,-126272097,0.9905753443731609,0.009424655626839166,0.5173786248141719,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,02,Vegetable products,10,94344165,0,57,65,-94344165,1,0,0.3792729305932796,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,15,Base metals and articles of base metal,72,10426422,0,94,74,-10426422,1,0,0.041915253874388984,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",88,4891392,514706,48,50,-4376686,0.9047915890536945,0.09520841094630544,0.02173305186955089,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,06,Product of the chemicals or allied industries,28,3757931,65409,93,71,-3692522,0.9828921832743099,0.017107816725690103,0.01537020722431016,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,02,Vegetable products,07,163862,0,81,90,-163862,1,0,6.587415443538664e-4,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",85,1156334,0,98,117,-1156334,1,0,0.004648577735831881,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",84,1144970,150904,104,92,-994066,0.8835504069068444,0.11644959309315567,0.005209542420134151,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",87,507762,1452,104,89,-506310,0.9971485465835582,0.00285145341644181,0.0020470909470567287,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",40,79155,0,114,97,-79155,1,0,3.1821097596349544e-4,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,06,Product of the chemicals or allied industries,36,6302,0,58,37,-6302,1,0,2.533466705226389e-5,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",90,53881,0,120,103,-53881,1,0,2.166069811874057e-4,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,20,Miscellaneous manufactured articles,94,12843,0,108,103,-12843,1,0,5.1630137885151565e-5,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",69,9673,0,87,91,-9673,1,0,3.8886422468509774e-5,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,06,Product of the chemicals or allied industries,34,13798,0,103,87,-13798,1,0,5.546933290814617e-5,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,11,Textile and textile articles,61,5979,3611,93,93,-2368,0.6234619395203337,0.3765380604796663,3.855275420996679e-5,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,15,Base metals and articles of base metal,73,744447,0,86,103,-744447,1,0,0.002992751012862059,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",44,2394,0,136,103,-2394,1,0,9.624118204239885e-6,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,11,Textile and textile articles,63,272,0,121,108,-272,1,0,1.0934670641408725e-6,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",48,337828,0,120,97,-337828,1,0,0.0013581021740609656,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",97,118,0,94,90,-118,1,0,4.743717410611138e-7,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",21,106,0,119,99,-106,1,0,4.2613054705489884e-7,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",64,6274,0,82,94,-6274,1,0,2.522210426624939e-5,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,11,Textile and textile articles,57,147,0,82,78,-147,1,0,5.909546265761333e-7,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,15,Base metals and articles of base metal,83,894,0,111,85,-894,1,0,3.5939689534630146e-6,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",42,58,0,120,99,-58,1,0,2.33165771030039e-7,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,06,Product of the chemicals or allied industries,30,329744,0,77,91,-329744,1,0,0.0013256036896987788,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,06,Product of the chemicals or allied industries,38,135,0,134,87,-135,1,0,5.427134325699183e-7,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",91,22,0,100,69,-22,1,0,8.844218901139409e-8,0,0,0,0,172.9377106
mli,Mali,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,15,0,27466,110,66,27466,0,1,1.1041605288122501e-4,0,0,0,0,172.9377106
mrt,Mauritania,rus,Russian Federation,02,Vegetable products,10,126839315,0,49,65,-126839315,1,0,0.11400236351975922,0,0,0,0,25.94611382
mrt,Mauritania,rus,Russian Federation,06,Product of the chemicals or allied industries,28,8229630,0,85,85,-8229630,1,0,0.0073967387074986655,0,0,0,0,25.94611382
mrt,Mauritania,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",48,3005078,0,95,97,-3005078,1,0,0.00270094484948323,0,0,0,0,25.94611382
mrt,Mauritania,rus,Russian Federation,05,Mineral products,27,401301512,700237,69,55,-400601275,0.9982581244938813,0.0017418755061187558,0.3613165959235668,0,0,0,0,25.94611382
mrt,Mauritania,rus,Russian Federation,06,Product of the chemicals or allied industries,36,167492,0,41,37,-167492,1,0,1.505407362902544e-4,0,0,0,0,25.94611382
mrt,Mauritania,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",85,1601,0,144,117,-1601,1,0,1.4389685405911764e-6,0,0,0,0,25.94611382
mrt,Mauritania,rus,Russian Federation,06,Product of the chemicals or allied industries,30,101701,0,99,91,-101701,1,0,9.1408207087235e-5,0,0,0,0,25.94611382
mrt,Mauritania,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",84,5465,0,143,117,-5465,1,0,4.9119069795944904e-6,0,0,0,0,25.94611382
mrt,Mauritania,rus,Russian Federation,01,Live animals and animal products,03,0,488395416,108,5,488395416,0,1,0.43896667020171176,0,1,0,1,25.94611382
mrt,Mauritania,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",16,0,213191,83,46,213191,0,1,1.916147046453301e-4,0,0,0,0,25.94611382
mrt,Mauritania,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",23,0,9664279,95,32,9664279,0,1,0.008686192035287916,0,0,0,0,25.94611382
mrt,Mauritania,rus,Russian Federation,99,NA,99,0,70019834,117,21,70019834,0,1,0.0629333781033207,0,0,0,0,25.94611382
mar,Morocco,rus,Russian Federation,05,Mineral products,27,3853865307,20,36,89,-3853865287,0.999999994810405,5.189594939885661e-9,0.4871112953176886,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,02,Vegetable products,10,476399087,0,16,65,-476399087,1,0,0.06021470826469651,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,15,Base metals and articles of base metal,72,410715418,298852,36,57,-410416566,0.9992728914253999,7.271085746000985e-4,0.051950360603183116,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,05,Mineral products,25,413664356,2481404,6,36,-411182952,0.9940371758203184,0.005962824179681658,0.052598957927873634,0,0,1,0,19.93039817
mar,Morocco,rus,Russian Federation,06,Product of the chemicals or allied industries,28,762909600,10262,13,78,-762899338,0.99998654904596,1.345095404004569e-5,0.09642964937015616,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",23,190076458,28266970,11,26,-161809488,0.8705389474786481,0.12946105252135182,0.02759763017458043,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,06,Product of the chemicals or allied industries,31,314773560,0,32,51,-314773560,1,0,0.03978596643456612,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,15,35567226,645365,30,45,-34921861,0.9821784362240195,0.01782156377598057,0.004577109113086471,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,15,Base metals and articles of base metal,82,17227199,226,14,88,-17226973,0.9999868813824468,1.3118617553116614e-5,0.0021774692664911412,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",44,8577521,5941,72,84,-8571580,0.9993078550356488,6.92144964351214e-4,0.0010849111056988833,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",84,4797820,2192643,79,73,-2605177,0.6863379435668281,0.31366205643317185,8.835631756367224e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",48,25554746,12592,59,78,-25542154,0.9995074966349645,4.925033650354996e-4,0.0032315968707448198,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,15,Base metals and articles of base metal,76,47277040,1029,48,83,-47276011,0.9999782351516937,2.1764848306304556e-5,0.005975735910999326,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",39,38380586,2749843,29,64,-35630743,0.9331433426089477,0.06685665739105226,0.0051987017830636886,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,02,Vegetable products,07,1081586,334247355,58,7,333165769,0.003225447814836835,0.9967745521851632,0.04238407441579465,0,0,0,1,19.93039817
mar,Morocco,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",47,2303879,0,44,37,-2303879,1,0,2.9119997423958274e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,06,Product of the chemicals or allied industries,33,4005304,9001591,40,41,4996287,0.30793698265419994,0.6920630173458,0.0016440132007527121,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",40,2658308,608,70,90,-2657700,0.9997713353863003,2.2866461369971822e-4,3.3607505893547984e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",70,708432,52038,65,62,-656394,0.9315712651386643,0.06842873486133576,9.611999779935295e-5,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,06,Product of the chemicals or allied industries,29,7893637,26927,62,69,-7866710,0.9966003683576069,0.0033996316423931428,0.0010011237711541998,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",85,8257999,1495073,71,68,-6762926,0.8467074784232086,0.1532925215767914,0.00123274456477827,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",21,1580853,110121,49,79,-1470732,0.9348771772954522,0.06512282270454779,2.137315307096441e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",90,2777691,7326,69,92,-2770365,0.9973694954106205,0.002630504589379526,3.520136598566157e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,06,Product of the chemicals or allied industries,32,2675515,0,31,80,-2675515,1,0,3.381730981000379e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,20,Miscellaneous manufactured articles,95,995766,0,40,91,-995766,1,0,1.2586035705375689e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,06,Product of the chemicals or allied industries,30,30444871,256,17,84,-30444615,0.9999915914293936,8.408570606389653e-6,0.003848127526715086,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",16,2091435,660867,22,36,-1430568,0.7598857247496823,0.24011427525031773,3.4787863056156686e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,06,Product of the chemicals or allied industries,38,2795778,51,64,85,-2795727,0.9999817585410267,1.824145897334923e-5,3.533802481720083e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,06,Product of the chemicals or allied industries,34,1705495,33649,42,70,-1671846,0.9806519759145879,0.019348024085412134,2.1982000269932792e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",22,1045599,12,65,95,-1045587,0.9999885234566201,1.1476543379899408e-5,1.3216054153218304e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,02,Vegetable products,12,2568623,1350596,44,42,-1218027,0.6553915461218166,0.3446084538781834,4.953717065172621e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,11,Textile and textile articles,53,2796157,0,8,49,-2796157,1,0,3.5342170590114714e-4,0,0,1,0,19.93039817
mar,Morocco,rus,Russian Federation,11,Textile and textile articles,52,715346,0,18,67,-715346,1,0,9.041652655039112e-5,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,11,Textile and textile articles,51,1129190,38656,10,39,-1090534,0.9668997453431359,0.033100254656864,1.4761049738974997e-4,0,0,1,0,19.93039817
mar,Morocco,rus,Russian Federation,11,Textile and textile articles,63,177540,1346662,53,49,1169122,0.11648062395929148,0.8835193760407085,1.9265229777081197e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",87,2481306,54318085,76,37,51836779,0.04368543317656346,0.9563145668234365,0.007179188315021747,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,20,Miscellaneous manufactured articles,94,582039,226774,64,66,-355265,0.719621222705372,0.28037877729462807,1.0223033621324716e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,01,Live animals and animal products,03,861313,71130843,61,13,70269530,0.01196398396514198,0.988036016034858,0.009099485681605684,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,02,Vegetable products,09,95157,202180,60,74,107023,0.32003080679498347,0.6799691932050165,3.758206344190594e-5,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",93,1846166,0,22,36,-1846166,1,0,2.3334710357705136e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,11,Textile and textile articles,60,15133,0,22,60,-15133,1,0,1.9127433385900933e-6,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,15,Base metals and articles of base metal,73,3224203,341313,65,70,-2882890,0.9042738834996112,0.09572611650038873,4.506652334392649e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,15,Base metals and articles of base metal,81,4256457,0,33,59,-4256457,1,0,5.379970774298007e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,11,Textile and textile articles,54,9460,7855,59,62,-1605,0.5463470978920012,0.45365290210799886,2.1885383537756865e-6,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",24,781735,167,41,78,-781568,0.9997864182467879,2.1358175321203936e-4,9.882890649113005e-5,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",71,46827,1247,65,77,-45580,0.9740608228980322,0.0259391771019678,6.07633802017975e-6,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",69,16556,2877964,79,37,2861408,0.0057197739176098284,0.9942802260823902,3.6585434800870924e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,20,Miscellaneous manufactured articles,96,31399,458,67,82,-30941,0.9856232539159369,0.014376746084063157,4.0265819426065294e-6,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,11,Textile and textile articles,62,27652,228863,74,69,201211,0.10779876420482233,0.8922012357951776,3.242234570134394e-5,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",49,9949,5180,93,73,-4769,0.657611210258444,0.34238878974155595,1.912237756527425e-6,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",67,462,0,64,62,-462,1,0,5.83947282381962e-8,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,02,Vegetable products,08,47853,634463017,47,9,634415164,7.54171476999283e-5,0.9999245828523001,0.08019932861002477,0,0,0,1,19.93039817
mar,Morocco,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",68,129591,267027,81,56,137436,0.3267400874392993,0.6732599125607007,5.013073663285044e-5,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,15,Base metals and articles of base metal,83,289759,1420160,44,46,1130401,0.16945773454765986,0.8305422654523401,2.1612609375395718e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",20,17587,1536023,62,58,1518436,0.01132008676566191,0.9886799132343381,1.9636933709554977e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,02,Vegetable products,14,75,78,39,49,3,0.49019607843137253,0.5098039215686274,1.9338513897064975e-8,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,02,Vegetable products,06,0,6,49,73,6,0,1,7.583730940025481e-10,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,02,Vegetable products,13,0,618,59,56,618,0,1,7.811242868226246e-8,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,01,Live animals and animal products,04,74521,364991,41,48,290470,0.16955395984637506,0.8304460401536249,5.5552345881874655e-5,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",42,5106,30680,78,61,25574,0.1426814955569217,0.8573185044430783,4.523189923662531e-6,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",46,0,3512,47,39,3512,0,1,4.439010510228248e-7,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,11,Textile and textile articles,55,1831551,1110,15,57,-1830441,0.9993943233363944,6.056766636055441e-4,2.316401321379673e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,11,Textile and textile articles,61,20052,240823,74,65,220771,0.07686439865836128,0.9231356013416387,3.2973430149652453e-5,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",64,792,45187,105,70,44395,0.017225255007720916,0.9827747449922791,5.811539414857193e-6,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,11,Textile and textile articles,57,2051,40845,65,52,38794,0.04781331592689295,0.952186684073107,5.42186204005555e-6,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,11,Textile and textile articles,59,3810,1065,73,60,-2745,0.7815384615384615,0.21846153846153846,6.161781388770703e-7,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,15,Base metals and articles of base metal,74,1030,14474964,93,28,14473934,7.115228149445212e-5,0.9999288477185055,0.0018297007264237203,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",19,0,4515291,106,36,4515291,0,1,5.707125343319766e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",88,4629,823287,99,47,818658,0.005591146927949212,0.9944088530720507,1.0464486974903559e-4,0,0,0,0,19.93039817
mar,Morocco,rus,Russian Federation,05,Mineral products,26,1046805,1548867,41,26,502062,0.4032886281471619,0.5967113718528381,3.2808130094263033e-4,0,0,0,0,19.93039817
nam,Namibia,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",93,25235162,0,5,36,-25235162,1,0,0.17707400801879428,1,0,1,0,25.83542374
nam,Namibia,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",85,2899031,0,87,117,-2899031,1,0,0.02034237143160536,0,0,0,0,25.83542374
nam,Namibia,rus,Russian Federation,06,Product of the chemicals or allied industries,28,9749569,5170,77,79,-9744399,0.9994700011963416,5.299988036584065e-4,0.06844856917927633,0,0,0,0,25.83542374
nam,Namibia,rus,Russian Federation,02,Vegetable products,10,58341709,0,65,65,-58341709,1,0,0.4093811740656217,0,0,0,0,25.83542374
nam,Namibia,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",90,1989260,0,72,103,-1989260,1,0,0.013958548837192592,0,0,0,0,25.83542374
nam,Namibia,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",71,2149024,0,43,89,-2149024,1,0,0.015079605710816572,0,0,0,0,25.83542374
nam,Namibia,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",89,593180,0,36,68,-593180,1,0,0.004162317645378634,0,0,0,0,25.83542374
nam,Namibia,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",84,1995127,0,93,117,-1995127,1,0,0.013999717314931957,0,0,0,0,25.83542374
nam,Namibia,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",87,597760,0,103,96,-597760,1,0,0.004194455301428795,0,0,0,0,25.83542374
nam,Namibia,rus,Russian Federation,11,Textile and textile articles,56,81862,857,60,70,-81005,0.9896396233029896,0.01036037669701036,5.804355394788685e-4,0,0,0,0,25.83542374
nam,Namibia,rus,Russian Federation,06,Product of the chemicals or allied industries,32,274414,15936,73,69,-258478,0.9451145169622869,0.0548854830377131,0.002037373020559841,0,0,0,0,25.83542374
nam,Namibia,rus,Russian Federation,11,Textile and textile articles,63,11219,901,97,93,-10318,0.9256600660066007,0.07433993399339935,8.504550028994411e-5,0,0,0,0,25.83542374
